,InputStoryid,InputSentence1,InputSentence2,InputSentence3,InputSentence4,RandomFifthSentenceQuiz1,RandomFifthSentenceQuiz2,AnswerRightEnding,combined,output,T5_SS1,T5_SS2,T5_result,messages,USE_similarity,SS1_USE,SS2_USE,result_USE
347,6d0772be-9406-4257-af59-ab5f2e819e81,Amy came home from school on her birthday to an empty house.,She was upset that everyone had forgotten her special day.,She walked sadly into the living room.,"Suddenly, her friends and family jumped out from their hiding spots.",Amy grinned with delight.,Amy walked out of the room and left the house.,1,"Amy came home from school on her birthday to an empty house. She was upset that everyone had forgotten her special day. She walked sadly into the living room. Suddenly, her friends and family jumped out from their hiding spots.",They all rushed to help Amy find her birthday.,0.4,0.0,1,"['They all rushed to help Amy find her birthday.', 'Amy grinned with delight.', 'Amy walked out of the room and left the house.']","(0.40429273, 0.4260859, 2)",0.4042927324771881,0.426085889339447,2
348,3e13600e-4a0f-42dd-876d-9741076fc465,Pan tried to hit me for no apparent reason.,"As mad I was, I simply defended her punch.",She continued to throw her fist at me.,"In efforts to stop her, I threw her on the ground.",Pan finally stopped.,I gave Pan a big hug.,1,"Pan tried to hit me for no apparent reason. As mad I was, I simply defended her punch. She continued to throw her fist at me. In efforts to stop her, I threw her on the ground.","I landed on her, and she was able to run away.",0.0,0.0,2,"['I landed on her, and she was able to run away.', 'Pan finally stopped.', 'I gave Pan a big hug.']","(0.108129516, 0.2141504, 2)",0.10812951624393463,0.21415039896965027,2
349,16a5c03f-6538-4913-b51a-f20a560577eb,Pam and Tom's baby was a light sleeper.,Their thoughtless neighbor often left his dog outside barking all day.,"Every time Pam got her baby to sleep, the dog started barking.",Pam fantasized about unleashing the dog so it would run away.,"One night, Pam let her cats inside her home.","One night, Pam decided to release the dogs.",2,"Pam and Tom's baby was a light sleeper. Their thoughtless neighbor often left his dog outside barking all day. Every time Pam got her baby to sleep, the dog started barking. Pam fantasized about unleashing the dog so it would run away.","Unfortunately, the neighbor just kept barking after Pam and Tom.",0.0,0.0,2,"['Unfortunately, the neighbor just kept barking after Pam and Tom.', 'One night, Pam let her cats inside her home.', 'One night, Pam decided to release the dogs.']","(0.33027482, 0.4831288, 2)",0.3302748203277588,0.48312878608703613,2
350,bf8b9f77-692d-4873-a7e5-30dec273eb4d,May was accepted to college in Fredonia.,She took the bus to her new school.,She explored the campus.,She loved everything she saw.,She dropped out of school.,She even liked all of her professors.,2,May was accepted to college in Fredonia. She took the bus to her new school. She explored the campus. She loved everything she saw.,May was excited to go to college!,0.0,0.4,2,"['May was excited to go to college!', 'She dropped out of school.', 'She even liked all of her professors.']","(0.38125414, 0.29455358, 1)",0.3812541365623474,0.29455357789993286,1
351,ae97dd54-084b-45d1-aa4e-eaad35b58cc8,Mary needed to have teeth pulled.,She wanted the dentist to put her to sleep.,All he could do was numb the area with Novocaine.,Mary stared at him in horror.,"After seeing her expression, the dentist was able help Mary.",Mary left the dentist in a great mood.,1,Mary needed to have teeth pulled. She wanted the dentist to put her to sleep. All he could do was numb the area with Novocaine. Mary stared at him in horror.,He had messed up her teeth!,0.0,0.0,2,"['He had messed up her teeth!', 'After seeing her expression, the dentist was able help Mary.', 'Mary left the dentist in a great mood.']","(0.32804412, 0.29708624, 1)",0.3280441164970398,0.297086238861084,1
352,4aa68faa-46af-4c29-a5af-76920608e42e,Ford was proud of his high GPA.,He worked every evening on assignments in order to improve it.,Ford's friends warned him that he was missing out on fun.,"Later in life, Ford became a successful lawyer.",Ford was sad that he achieved so much.,Ford was proud of his accomplishments.,2,"Ford was proud of his high GPA. He worked every evening on assignments in order to improve it. Ford's friends warned him that he was missing out on fun. Later in life, Ford became a successful lawyer.",He was proud of his GPA.,0.8,3.6,2,"['He was proud of his GPA.', 'Ford was sad that he achieved so much.', 'Ford was proud of his accomplishments.']","(0.26458123, 0.50292635, 2)",0.26458123326301575,0.5029263496398926,2
353,d6ead853-dd97-4d11-be64-7b93a24bffec,My wife says I lack passion.,That I don't have many hobbies or interests.,I tried to argue but couldn't.,I realized she was right.,I decided to change.,I am unmarried.,1,My wife says I lack passion. That I don't have many hobbies or interests. I tried to argue but couldn't. I realized she was right.,I decided to be more active.,1.6,0.0,1,"['I decided to be more active.', 'I decided to change.', 'I am unmarried.']","(0.48222622, 0.18543375, 1)",0.4822262227535248,0.1854337453842163,1
354,dfadf8eb-0782-46f5-b8d6-f03b68044e5e,Nina wanted a nice Halloween costume.,But she could not afford anything fancy.,She looked through her house for ideas.,Then she found a great costume for free.,Nina bought a toy.,Nina was excited.,2,Nina wanted a nice Halloween costume. But she could not afford anything fancy. She looked through her house for ideas. Then she found a great costume for free.,Nina was happy to have a nice Halloween costume.,0.4,3.2,2,"['Nina was happy to have a nice Halloween costume.', 'Nina bought a toy.', 'Nina was excited.']","(0.5116226, 0.60570824, 2)",0.5116226077079773,0.6057082414627075,2
355,a8d36862-b0e3-4147-82a3-6ada95cc4939,It was a beautiful spring day in early March.,Tracey decided to go for a walk in the woods behind her house.,She was heard a woodpecker and began looking for it in the trees.,She tripped over a root and fell on the path.,Tracey ran back home.,Tracey shrugged off her fall.,2,It was a beautiful spring day in early March. Tracey decided to go for a walk in the woods behind her house. She was heard a woodpecker and began looking for it in the trees. She tripped over a root and fell on the path.,Tracey was scared but happy to see her friend again.,1.6,0.8,1,"['Tracey was scared but happy to see her friend again.', 'Tracey ran back home.', 'Tracey shrugged off her fall.']","(0.38890016, 0.33958286, 1)",0.38890016078948975,0.3395828604698181,1
356,a76f857c-34a6-4409-a2d5-1255ba6cf5e9,Jim was waiting at the airport.,His wife would be there in an hour.,He was very bored.,He then decided to catch up on his book.,Jim saw his wife after an hour.,Jim drove away before his wife showed.,1,Jim was waiting at the airport. His wife would be there in an hour. He was very bored. He then decided to catch up on his book.,He read a good book and was happy.,0.0,0.0,2,"['He read a good book and was happy.', 'Jim saw his wife after an hour.', 'Jim drove away before his wife showed.']","(0.18501127, 0.14531246, 1)",0.18501126766204834,0.14531245827674866,1
357,54ec0b0d-355e-484f-8554-315daf68fc44,Joe really wanted to attend Columbia University.,"He worked really hard in school, was on the soccer team.",He got put on the waiting list.,"Although he was disappointed, he tried his best to the very end.",Joe was still very proud of his hard work.,Joe decided he didn't want to go to college.,1,"Joe really wanted to attend Columbia University. He worked really hard in school, was on the soccer team. He got put on the waiting list. Although he was disappointed, he tried his best to the very end.",He ended up going to Columbia University.,0.4,1.6,2,"['He ended up going to Columbia University.', 'Joe was still very proud of his hard work.', ""Joe decided he didn't want to go to college.""]","(0.034747668, 0.3191231, 2)",0.034747667610645294,0.3191230893135071,2
358,f5a85657-b572-43dc-adb4-b62c8d4d023d,Gina's friend Tami had a folder she didn't want anyone else to have.,Gina wanted one but didn't know where to buy one.,Now Tami had a new Lisa Frank Trapper Keeper.,Gina was jealous since she wanted one too.,Gina checked on ebay and found one she could afford.,Gina mowed the whole yard and had no help from anyone.,1,Gina's friend Tami had a folder she didn't want anyone else to have. Gina wanted one but didn't know where to buy one. Now Tami had a new Lisa Frank Trapper Keeper. Gina was jealous since she wanted one too.,Tami bought Gina the Trapper Keeper and Gina was happy.,0.0,0.4,2,"['Tami bought Gina the Trapper Keeper and Gina was happy.', 'Gina checked on ebay and found one she could afford.', 'Gina mowed the whole yard and had no help from anyone.']","(0.4914246, 0.46417332, 1)",0.4914245903491974,0.4641733169555664,1
359,7c80498a-801e-4d4b-86f1-bfbea4247fb2,Leah had a beautiful Christmas tree in her house.,"One day, she left to go to the store.","When she returned, the tree was knocked over.",Her cat had climbed it and pulled it down!,Leah decided she liked the tree on the floor better than standing.,Leah chastised her cat.,2,"Leah had a beautiful Christmas tree in her house. One day, she left to go to the store. When she returned, the tree was knocked over. Her cat had climbed it and pulled it down!",Leah was so upset!,0.4,1.6,2,"['Leah was so upset!', 'Leah decided she liked the tree on the floor better than standing.', 'Leah chastised her cat.']","(0.36908787, 0.5845163, 2)",0.3690878748893738,0.5845162868499756,2
360,968bf70b-55b0-49c9-9eb3-0e9c89043c72,Peter had used the same chair for Years.,It was becoming worn out.,"He decided to buy a new, more comfortable chair.",When it arrived Peter was very happy.,Peter thought it might even be more comfortable than the old one.,Peter let his dog use the chair for its own.,1,"Peter had used the same chair for Years. It was becoming worn out. He decided to buy a new, more comfortable chair. When it arrived Peter was very happy.",He was glad he had bought the new chair.,0.4,0.8,2,"['He was glad he had bought the new chair.', 'Peter thought it might even be more comfortable than the old one.', 'Peter let his dog use the chair for its own.']","(0.24988887, 0.28224492, 2)",0.24988886713981628,0.2822449207305908,2
361,c9e0ad92-16a3-4721-b221-bc7a7ea72195,The football team had worked hard all season.,They had won every game and made it to the championship.,There were only seconds left on the clock and the game was tied.,The quarterback through a long pass and the receiver scored.,The crowd booed the team loudly.,The crowd all stood up in their seats and applauded wildly.,2,The football team had worked hard all season. They had won every game and made it to the championship. There were only seconds left on the clock and the game was tied. The quarterback through a long pass and the receiver scored.,The score was the winning touchdown for the team.,0.0,0.0,2,"['The score was the winning touchdown for the team.', 'The crowd booed the team loudly.', 'The crowd all stood up in their seats and applauded wildly.']","(0.34437555, 0.22591452, 1)",0.3443755507469177,0.22591452300548553,1
362,4e5aa3fc-f0a5-4426-8fde-3229bbb1edb0,We live in a high rise building.,"One day the wind was strong, partly due to the height of the building.",The wind blew the tree branches so much my wife could not sleep.,The wind also knocked down the internet cable.,My wife and I were very unhappy to lose our internet connection.,We loved the strong wind and lack of sleep.,1,"We live in a high rise building. One day the wind was strong, partly due to the height of the building. The wind blew the tree branches so much my wife could not sleep. The wind also knocked down the internet cable.",I was very upset.,0.8,0.0,1,"['I was very upset.', 'My wife and I were very unhappy to lose our internet connection.', 'We loved the strong wind and lack of sleep.']","(0.3035206, 0.18673247, 1)",0.3035205900669098,0.1867324709892273,1
363,2d825c0a-d7f1-40ea-bb9b-c8f68c10eba7,Kate wanted to buy a new keyboard for her computer.,She saved up for months to afford a good keyboard.,Kate finally went online and ordered her keyboard!,She waited excitedly for days for its arrival.,Then she cancelled her order.,Then  her keyboard arrived in the mail.,2,Kate wanted to buy a new keyboard for her computer. She saved up for months to afford a good keyboard. Kate finally went online and ordered her keyboard! She waited excitedly for days for its arrival.,She was so happy when it arrived!,0.0,0.0,2,"['She was so happy when it arrived!', 'Then she cancelled her order.', 'Then  her keyboard arrived in the mail.']","(0.22024523, 0.2796986, 2)",0.22024522721767426,0.27969861030578613,2
364,b287eeca-7682-4a3f-8b60-d7529988dc1c,Amy's family was going to Six Flags.,She sat patiently in the car waiting to arrive.,When the arrived she sat on her knees surveying the park.,She waited in line for an hour to ride the largest roller coaster.,Amy was really excited to be at the park.,Amy thought the park was boring.,1,Amy's family was going to Six Flags. She sat patiently in the car waiting to arrive. When the arrived she sat on her knees surveying the park. She waited in line for an hour to ride the largest roller coaster.,She had a great time at Six Flags.,2.8,0.0,1,"['She had a great time at Six Flags.', 'Amy was really excited to be at the park.', 'Amy thought the park was boring.']","(0.41470462, 0.31295022, 1)",0.4147046208381653,0.3129502236843109,1
365,367d94ef-0033-45f5-b7bc-0e461e049220,Bob needed money to buy food.,He was sad that he couldn't eat because he had no money.,He decided to write a book about his hard life.,People immediately praised the book and bought thousands of copies!,The profits from the book sales gave Bob enough money to eat.,The public reaction to the book means Bob still goes hungry.,1,Bob needed money to buy food. He was sad that he couldn't eat because he had no money. He decided to write a book about his hard life. People immediately praised the book and bought thousands of copies!,Bob was happy to have enough money to buy food.,3.2,0.4,1,"['Bob was happy to have enough money to buy food.', 'The profits from the book sales gave Bob enough money to eat.', 'The public reaction to the book means Bob still goes hungry.']","(0.67698944, 0.53082615, 1)",0.6769894361495972,0.5308261513710022,1
366,6d40efe0-4f3a-4475-8cc3-55915a7c2d17,I just completed my first marathon today.,It was about six miles and I worked real hard.,I trained for it for about three months.,It's always been on my to do list in life,I've never been happier.,I'm really disappointed in myself.,1,I just completed my first marathon today. It was about six miles and I worked real hard. I trained for it for about three months. It's always been on my to do list in life,I'm really proud of myself for accomplishing my goal.,1.0,1.0,2,"[""I'm really proud of myself for accomplishing my goal."", ""I've never been happier."", ""I'm really disappointed in myself.""]","(0.24633098, 0.42751646, 2)",0.24633097648620605,0.42751646041870117,2
367,a2af46c3-ab6c-4b15-b3e4-205b55d5dd76,Sam was stargazing one night.,Suddenly he sat bolt upright.,"He saw a twinkling, moving star!",He ran to show it to his dad.,His dad laughed because the star was really a jet with lights.,Sam's dad was glad his son was interested in geology.,1,"Sam was stargazing one night. Suddenly he sat bolt upright. He saw a twinkling, moving star! He ran to show it to his dad.",His dad was amazed!,1.6,1.6,2,"['His dad was amazed!', 'His dad laughed because the star was really a jet with lights.', ""Sam's dad was glad his son was interested in geology.""]","(0.4998005, 0.41164315, 1)",0.49980050325393677,0.4116431474685669,1
368,2d49847a-81d6-4d67-b36b-1bd695768cb5,John and Meg had dated for five Year's.,"John loved Meg, and wanted to marry her.","He decided to ask her to marry him tonight, after a movie date.","When they walked out of the movies, he suddenly dropped to his knees.",He started screaming obscenities at Meg.,He asked her to marry him.,2,"John and Meg had dated for five Year's. John loved Meg, and wanted to marry her. He decided to ask her to marry him tonight, after a movie date. When they walked out of the movies, he suddenly dropped to his knees.","Meg was so embarrassed, she cried.",1.2,0.0,1,"['Meg was so embarrassed, she cried.', 'He started screaming obscenities at Meg.', 'He asked her to marry him.']","(0.4755883, 0.11144528, 1)",0.47558829188346863,0.11144527792930603,1
369,dc60a861-f7c4-491a-9f98-ffaaf73d4b32,A beautiful bunch of bananas dangled just out of reach.,"Bobby tried throwing his shoe, but it got stuck.","He tried climbing the tree, but he fell.","Next, he whacked furiously with a hoe, but it was too short to reach.",Bobby was upset that he got the bananas.,Bobby went into the shed to get a ladder to get the bananas.,2,"A beautiful bunch of bananas dangled just out of reach. Bobby tried throwing his shoe, but it got stuck. He tried climbing the tree, but he fell. Next, he whacked furiously with a hoe, but it was too short to reach.","Finally, Bobby climbed up the tree and saw the bananas in the air.",2.2,2.2,2,"['Finally, Bobby climbed up the tree and saw the bananas in the air.', 'Bobby was upset that he got the bananas.', 'Bobby went into the shed to get a ladder to get the bananas.']","(0.5165154, 0.61166495, 2)",0.5165153741836548,0.6116649508476257,2
370,e7cda60f-1f70-44c6-b021-f485beb6c2bc,Beth was recovering from an illness.,She was finally able to eat food after 4 days.,Although she was better she wasn't well.,She decided to take Friday off from school and take time to heal.,Beth needed to rest.,Beth played football on her Friday off.,1,Beth was recovering from an illness. She was finally able to eat food after 4 days. Although she was better she wasn't well. She decided to take Friday off from school and take time to heal.,Beth was glad she took time off from school to heal.,0.4,0.4,2,"['Beth was glad she took time off from school to heal.', 'Beth needed to rest.', 'Beth played football on her Friday off.']","(0.5834346, 0.5401995, 1)",0.5834345817565918,0.5401995182037354,1
371,83279ad4-371a-4d70-a479-82fb5422cfbf,Rhonda bought some new pink socks to wear.,She loved them.,"When she took them off, though, they got mixed in with other laundry.",On laundry day she washed her clothes without sorting them.,Rhonda then decided to eat lunch and return emails.,"Sadly, they were ruined and Rhonda had to buy a new pair.",2,"Rhonda bought some new pink socks to wear. She loved them. When she took them off, though, they got mixed in with other laundry. On laundry day she washed her clothes without sorting them.",She ended up with a pile of pink socks in the dryer.,0.0,0.4,2,"['She ended up with a pile of pink socks in the dryer.', 'Rhonda then decided to eat lunch and return emails.', 'Sadly, they were ruined and Rhonda had to buy a new pair.']","(0.18061787, 0.2335418, 2)",0.18061786890029907,0.233541801571846,2
372,c77e19e5-ec84-4ac4-9a77-904b12a882e0,The sea was frightening during a storm.,Marcus hated the way the boat rose up and crashed down.,It made him sick to his stomach.,He cowered in his cabin and shut his eyes but it didn't help.,Marcus was so thrilled that he started dancing.,Marcus then vomited from sea sickness.,2,The sea was frightening during a storm. Marcus hated the way the boat rose up and crashed down. It made him sick to his stomach. He cowered in his cabin and shut his eyes but it didn't help.,He jumped out and jumped out of the boat.,0.4,0.4,2,"['He jumped out and jumped out of the boat.', 'Marcus was so thrilled that he started dancing.', 'Marcus then vomited from sea sickness.']","(0.2110973, 0.24650936, 2)",0.21109730005264282,0.2465093582868576,2
373,cb054419-731b-4350-96aa-aadfc00e35ae,"Yesterday, Anna decided to take a nap.",She got comfortable in her chair and closed her eyes.,"Just as she fell asleep, her daughter's puppy jumped into her lap!",She was very surprised.,"She cuddled with the adorable puppy, happy to see it.",The kitten was very cute.,1,"Yesterday, Anna decided to take a nap. She got comfortable in her chair and closed her eyes. Just as she fell asleep, her daughter's puppy jumped into her lap! She was very surprised.",Anna was so happy to have her little puppy.,3.8,0.8,1,"['Anna was so happy to have her little puppy.', 'She cuddled with the adorable puppy, happy to see it.', 'The kitten was very cute.']","(0.5996405, 0.36741012, 1)",0.5996404886245728,0.3674101233482361,1
374,a9ca9655-b64d-48c8-96dc-b14a9bc94890,Chuck loves this bar by his house.,He goes there all the time with friends.,He was on his way there one day and noticed it was closed.,It had been put out of business.,Chuck was upset.,Chuck was happy that place finally closed down.,1,Chuck loves this bar by his house. He goes there all the time with friends. He was on his way there one day and noticed it was closed. It had been put out of business.,Chuck was sad but he still went there.,2.2,1.6,1,"['Chuck was sad but he still went there.', 'Chuck was upset.', 'Chuck was happy that place finally closed down.']","(0.69222736, 0.6729772, 1)",0.6922273635864258,0.6729772090911865,1
375,3e6404e3-86cc-436f-9cec-40f6f922cafe,John was driving to the store when he realized he forgot his wallet.,His driver's license was in the wallet.,Police lights started flashing behind him.,After pulling over he told the officer he forgot his wallet at home.,John then proceeded to assault the officer.,The officer was understanding.,2,John was driving to the store when he realized he forgot his wallet. His driver's license was in the wallet. Police lights started flashing behind him. After pulling over he told the officer he forgot his wallet at home.,The officer told him he was going to get a new wallet.,0.0,0.8,2,"['The officer told him he was going to get a new wallet.', 'John then proceeded to assault the officer.', 'The officer was understanding.']","(0.46951088, 0.5109962, 2)",0.46951088309288025,0.5109962224960327,2
376,873a9a34-e68a-4971-a397-0ce28140bcba,Tom enjoyed puzzles growing up.,He was not just outside of the escape room adventure.,He calmed his breathing and readied himself mentally.,"Thirty minutes later, he exited the escape room in record time.",He felt pride in his accomplishment.,Tom was upset that he did poorly.,1,"Tom enjoyed puzzles growing up. He was not just outside of the escape room adventure. He calmed his breathing and readied himself mentally. Thirty minutes later, he exited the escape room in record time.",He was able to solve a puzzle in just a few minutes.,1.6,0.0,1,"['He was able to solve a puzzle in just a few minutes.', 'He felt pride in his accomplishment.', 'Tom was upset that he did poorly.']","(0.16993174, 0.16467758, 1)",0.16993173956871033,0.16467757523059845,1
377,27e6ed53-de20-4969-ac97-d1c767e66e8b,A small snowstorm came through a town.,The school roof buckled under the weight.,A janitor climbed on top to inspect.,The roof shook under the new weight.,The roof was completely fine.,The janitor was frightened.,2,A small snowstorm came through a town. The school roof buckled under the weight. A janitor climbed on top to inspect. The roof shook under the new weight.,The janitor climbed down to clean the roof.,2.2,1.6,1,"['The janitor climbed down to clean the roof.', 'The roof was completely fine.', 'The janitor was frightened.']","(0.3621633, 0.5474563, 2)",0.3621633052825928,0.5474563241004944,2
378,d0b21d6b-1e82-47b2-94c6-3b37b559b58c,My birthday was yesterday.,To my surprise my friends planned a party for me.,I could not believe it.,The party was very fun.,I hated my birthday.,It was the best birthday party ever.,2,My birthday was yesterday. To my surprise my friends planned a party for me. I could not believe it. The party was very fun.,I will not forget it.,0.0,1.4,2,"['I will not forget it.', 'I hated my birthday.', 'It was the best birthday party ever.']","(0.17005606, 0.013537966, 1)",0.1700560599565506,0.013537965714931488,1
379,0505ab3d-b0a6-403b-83bd-1ff36755c0e5,My mother threw out her old dictionary.,I retrieved it from the trash.,"Sitting with it, I found myself smelling it.",It reminded me of the scent of an old library.,It was gross.,It smelled so good that I ate it.,1,"My mother threw out her old dictionary. I retrieved it from the trash. Sitting with it, I found myself smelling it. It reminded me of the scent of an old library.",I threw it out and went to find a new dictionary.,0.0,0.0,2,"['I threw it out and went to find a new dictionary.', 'It was gross.', 'It smelled so good that I ate it.']","(0.097648285, 0.1826837, 2)",0.09764828532934189,0.18268370628356934,2
380,c363f775-7fbc-4935-bf85-2608d84a0fba,Our parents took us to Paragon Park in 1963.,We took a ferry from Rowes Wharf in Boston.,"We rode the carousel, the whip, and the caterpillar.",We played skeeball.,We have many fond memories of this childhood trip.,I have no memory of going to Paragon Park.,1,"Our parents took us to Paragon Park in 1963. We took a ferry from Rowes Wharf in Boston. We rode the carousel, the whip, and the caterpillar. We played skeeball.",We had a great time.,1.6,0.0,1,"['We had a great time.', 'We have many fond memories of this childhood trip.', 'I have no memory of going to Paragon Park.']","(0.34681338, 0.15804158, 1)",0.3468133807182312,0.1580415815114975,1
381,06d18564-6dcd-4154-aa35-a9f326c2db72,My favorite movie is the Wizard of Oz.,I used to think it was real when I was young.,"Whenever I watched it, I felt immersed in the movie.",The characters took me away into the Land of Oz.,"One day, I decided to buy the movie.",I did not like the Wizard of Oz.,1,"My favorite movie is the Wizard of Oz. I used to think it was real when I was young. Whenever I watched it, I felt immersed in the movie. The characters took me away into the Land of Oz.",I can't wait to watch the Wizard of Oz again.,0.4,1.0,2,"[""I can't wait to watch the Wizard of Oz again."", 'One day, I decided to buy the movie.', 'I did not like the Wizard of Oz.']","(0.28831726, 0.72659516, 2)",0.2883172631263733,0.7265951633453369,2
382,2f47e25b-1df6-40e7-86e7-85cf008c7bd4,Mary Ann went for a walk on a trail at the park.,She passed people with children and animals.,She passed people jogging and riding bikes.,She saw a lot of plants.,Mary Ann got a rash from one of them because it was poison ivy.,Mary Ann finished making her salad and enjoyed eating it.,1,Mary Ann went for a walk on a trail at the park. She passed people with children and animals. She passed people jogging and riding bikes. She saw a lot of plants.,She had a great time.,0.0,0.4,2,"['She had a great time.', 'Mary Ann got a rash from one of them because it was poison ivy.', 'Mary Ann finished making her salad and enjoyed eating it.']","(0.116085, 0.17499626, 2)",0.1160850003361702,0.1749962568283081,2
383,26e62478-4a62-4f71-8449-26edcf3905c0,"One day, a dog moved into a family that had two cats.","One cat didn't mind the new dog, but the other cat was scared.",He meowed loudly and scratched the dog's nose.,He leaped from one side of the room to the other to escape the dog.,He cuddled up to the dog.,The dog found him and mauled him.,2,"One day, a dog moved into a family that had two cats. One cat didn't mind the new dog, but the other cat was scared. He meowed loudly and scratched the dog's nose. He leaped from one side of the room to the other to escape the dog.",The dog screamed and ran away.,0.8,1.6,2,"['The dog screamed and ran away.', 'He cuddled up to the dog.', 'The dog found him and mauled him.']","(0.4670496, 0.7110739, 2)",0.46704959869384766,0.7110738754272461,2
384,a7ac822a-737c-4734-a6a0-05763dedc94b,My favorite animal is the Arabian Oryx.,I can't usually see them because it's an African antelope.,I have to go to zoos.,My family bought me a nice present for my birthday this year.,They gave me a big illustrated book on African animals.,They gave me a book on the history of the computer.,1,My favorite animal is the Arabian Oryx. I can't usually see them because it's an African antelope. I have to go to zoos. My family bought me a nice present for my birthday this year.,I was very happy to get it.,0.4,0.0,1,"['I was very happy to get it.', 'They gave me a big illustrated book on African animals.', 'They gave me a book on the history of the computer.']","(0.17647249, 0.18271467, 2)",0.1764724850654602,0.18271467089653015,2
385,ba6be46b-029c-49d7-a56b-f8ec2f6f774a,"Everyday, I nag my daughter to do her homework.",I finally decided that it is her own responsibility.,"Sure enough, she didn't do it one evening.","I sent her to bed anyway, knowing she would get in trouble at school.",She ended up making a bad grade on the assignment.,She played basketball with her friends all afternoon.,1,"Everyday, I nag my daughter to do her homework. I finally decided that it is her own responsibility. Sure enough, she didn't do it one evening. I sent her to bed anyway, knowing she would get in trouble at school.",She ended up doing better than I expected.,1.2,0.0,1,"['She ended up doing better than I expected.', 'She ended up making a bad grade on the assignment.', 'She played basketball with her friends all afternoon.']","(0.45509744, 0.31427652, 1)",0.4550974369049072,0.3142765164375305,1
386,970cf7ed-b730-41a8-9675-85790da3004e,A young boy wanted to pitch for his baseball team.,He practiced a lot with his brothers.,At practice his coach let him try out as pitcher.,The boy did not do well.,The young boy went home disappointed.,The coach offered the boy the starting pitcher position.,1,A young boy wanted to pitch for his baseball team. He practiced a lot with his brothers. At practice his coach let him try out as pitcher. The boy did not do well.,He was not allowed on the team.,0.0,0.0,2,"['He was not allowed on the team.', 'The young boy went home disappointed.', 'The coach offered the boy the starting pitcher position.']","(0.11577564, 0.21304156, 2)",0.11577563732862473,0.21304155886173248,2
387,3c9de9fe-20e8-4b46-b795-f474a6cc1ccb,Sue woke up in the middle of the night to an awful smell.,She could not figure out what it was.,She looked around the room.,Then she noticed saw it.,Sarah began to watch tv.,Sarah found spoiled milk on her desk.,2,Sue woke up in the middle of the night to an awful smell. She could not figure out what it was. She looked around the room. Then she noticed saw it.,It was a cat.,0.0,0.0,2,"['It was a cat.', 'Sarah began to watch tv.', 'Sarah found spoiled milk on her desk.']","(0.14260364, 0.09384966, 1)",0.14260363578796387,0.09384965896606445,1
388,43d9d4f7-8542-4e45-ab22-5880462eb2a5,Mark notices that his teeth are beginning to hurt one day.,He decides to visit his dentist to see what is the matter.,The dentist tells Mark that he needs to have his wisdom teeth removed.,Mark agrees to have the surgery done.,Mark hoped the procedure would stop his dental pain.,Mark's coworker told him he wasn't going to vote in the election.,1,Mark notices that his teeth are beginning to hurt one day. He decides to visit his dentist to see what is the matter. The dentist tells Mark that he needs to have his wisdom teeth removed. Mark agrees to have the surgery done.,Mark is glad that he no longer has pain from his teeth.,2.2,0.0,1,"['Mark is glad that he no longer has pain from his teeth.', 'Mark hoped the procedure would stop his dental pain.', ""Mark's coworker told him he wasn't going to vote in the election.""]","(0.6195209, 0.2555006, 1)",0.619520902633667,0.2555006146430969,1
389,e83f7e0e-0ff6-4546-b154-1c317dfa8526,Lulu had just moved into her new home.,She had a dishwasher for the first time.,She decided to run a load of dishes that night.,"In the compartment, she poured some dish soap.",Lulu turned off the dishwasher.,Lulu turned on the dishwasher.,2,"Lulu had just moved into her new home. She had a dishwasher for the first time. She decided to run a load of dishes that night. In the compartment, she poured some dish soap.",Lulu was happy to see that the soap had worked well.,0.4,0.4,2,"['Lulu was happy to see that the soap had worked well.', 'Lulu turned off the dishwasher.', 'Lulu turned on the dishwasher.']","(0.40385574, 0.43443137, 2)",0.40385574102401733,0.43443137407302856,2
390,73f5afd2-f1e4-420c-b536-ac86aed95ca5,Farmer Bill called out the the cows in the field.,The came running in for their food.,Bill poured out some grains for the cows in big bins.,The cows happily ate their dinner.,Bill was proud of his work.,Bill searched for the cows.,1,Farmer Bill called out the the cows in the field. The came running in for their food. Bill poured out some grains for the cows in big bins. The cows happily ate their dinner.,Bill was proud of his work.,5.0,0.8,1,"['Bill was proud of his work.', 'Bill was proud of his work.', 'Bill searched for the cows.']","(0.9999998, 0.3065514, 1)",0.9999998211860657,0.30655139684677124,1
391,e30c01b0-c968-44bd-8f78-4d1a1ae83ff4,Terry left the hospital frustrated and disheartened.,He had trouble opening his car door with a broken thumb.,"At home, he asked his sister to loan him money for surgery.",She agreed on the condition that he get a job with insurance.,"He agreed,",Terry's sister decided to get surgery on her thumb.,1,"Terry left the hospital frustrated and disheartened. He had trouble opening his car door with a broken thumb. At home, he asked his sister to loan him money for surgery. She agreed on the condition that he get a job with insurance.",Terry was able to open his door without trouble.,0.8,0.0,1,"['Terry was able to open his door without trouble.', 'He agreed,', ""Terry's sister decided to get surgery on her thumb.""]","(0.11836417, 0.2907358, 2)",0.11836417019367218,0.29073581099510193,2
